Unnamed: 0,flight_site_code,image_name,subject_id,x,y,tool_label,phase_tag,user_id,user_name,mission_name,image_path,width,height
0,SFM1,SFM01-2-2-3_137.jpg,47970105,376.16015625,84.55859375,Adult Male alone,Iguanas 1st launch,9dc549256521cf2163c295845f89357f,6e821244c53713c65d4ae5380f68d7b8,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-2-2-3_137.jpg,589,573
1,SFM1,SFM01-2-2-3_137.jpg,47970105,272.6953125,297.89453125,Adult Male alone,Iguanas 1st launch,9dc549256521cf2163c295845f89357f,6e821244c53713c65d4ae5380f68d7b8,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-2-2-3_137.jpg,589,573
2,SFM1,SFM01-2-2-3_137.jpg,47970105,111.8984375,410.01171875,Adult Male alone,Iguanas 1st launch,9dc549256521cf2163c295845f89357f,6e821244c53713c65d4ae5380f68d7b8,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-2-2-3_137.jpg,589,573
3,SFM1,SFM01-1-2_264.jpg,47968406,462.80078125,390.786376953125,Adult Male in a lek,Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_264.jpg,599,630
4,SFM1,SFM01-1-2_264.jpg,47968406,545.59814453125,423.6525268554688,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_264.jpg,599,630
5,SFM1,SFM01-1-2_264.jpg,47968406,522.8446655273438,412.2757873535156,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_264.jpg,599,630
6,SFM1,SFM01-1-2_264.jpg,47968406,507.67572021484375,388.25823974609375,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_264.jpg,599,630
7,SFM1,SFM01-1-2_264.jpg,47968406,450.1599731445313,434.397216796875,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_264.jpg,599,630
8,SFM1,SFM01-1-2_264.jpg,47968406,366.09857177734375,459.04681396484375,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_264.jpg,599,630
9,SFM1,SFM01-1-2_264.jpg,47968406,369.2587585449219,486.8566284179688,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_264.jpg,599,630
10,SRPB1,SRPB01-2-2_122.jpg,47985686,86.94053649902344,275.83746337890625,Adult Male alone,Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SRPB1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SRPB1/SRPB01-2-2_122.jpg,768,686
11,SRPB1,SRPB01-2-2_122.jpg,47985686,335.1942443847656,64.88008117675781,Adult Male alone,Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SRPB1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SRPB1/SRPB01-2-2_122.jpg,768,686
12,SRPB1,SRPB01-2-2_122.jpg,47985686,290.90484619140625,177.93458557128906,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,08cbd51d46cf6d3d7af3f5d1d4f909b6,dd741bfe7c2eabd0265422e728bd1738,SRPB1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SRPB1/SRPB01-2-2_122.jpg,768,686
13,SFM1,SFM01-1-2_59.jpg,47968506,116.63333129882812,153.9666748046875,"Others (females, young males, juveniles and tails)",Iguanas 1st launch,,ec17f4ab6a51fee747c3f1e5f0a004c5,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_59.jpg,599,630
14,SFM1,SFM01-1-2_265.jpg,47968410,126.64891052246094,103.80999755859376,Adult Male alone,Iguanas 1st launch,beb7b00f6d0454daea3da718e1ba224b,fdf28cd7146fd8514f515469de3fe9e2,SFM1,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/1st launch/SFM1/SFM01-1-2_265.jpg,599,630
