Unnamed: 0,flight_site_code,image_name,subject_id,x,y,tool_label,phase_tag,user_id,user_name,mission_name,image_path,width,height
0,ESCG02,ESCG02-1_13.jpg,72373241,823.109619140625,480.8433227539063,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
1,ESCG02,ESCG02-1_13.jpg,72373241,746.761474609375,456.8732604980469,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
2,ESCG02,ESCG02-1_13.jpg,72373241,613.7144165039062,418.8717346191406,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
3,ESCG02,ESCG02-1_13.jpg,72373241,486.6408996582031,415.0715637207031,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
4,ESCG02,ESCG02-1_13.jpg,72373241,93.40572357177734,368.6456298828125,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
5,ESCG02,ESCG02-1_13.jpg,72373241,239.14784240722656,108.79656219482422,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
6,ESCG02,ESCG02-1_13.jpg,72373241,206.0725860595703,110.13250732421876,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
7,ESCG02,ESCG02-1_13.jpg,72373241,46.71013641357422,154.9829864501953,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
8,ESCG02,ESCG02-1_13.jpg,72373241,12.298535346984863,220.7787933349609,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
9,ESCG02,ESCG02-1_13.jpg,72373241,280.5754089355469,33.961463928222656,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
10,ESCG02,ESCG02-1_13.jpg,72373241,857.7635498046875,317.0242919921875,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
11,ESCG02,ESCG02-1_13.jpg,72373241,656.4639282226562,54.93232727050781,Adult Male with a lek,Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
12,ESCG02,ESCG02-1_13.jpg,72373241,732.0452270507812,67.8288803100586,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
13,ESCG02,ESCG02-1_13.jpg,72373241,628.1851806640625,77.5948486328125,"Others (females, young males, juveniles)",Iguanas 2nd launch,e420d35a1ea646006eea5b67a80ae4c4,74a407ea10c24ff0e2c30672740b06d1,South Coast G,/Users/christian/data/zooniverse/Images/Zooniverse_Goldstandard_images/2nd launch_without_prefix/South Coast G/ESCG02-1_13.jpg,1078,1074
